,COEFF,QUARTER,REFYEAR,REFWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
3098,0.4920140291,_A,2004,26,DK,3.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,2001.0,99.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,4.0,1.0,9.0,1.0,M,36.0,,,9.0,9.0,9,9,9.0,9.0
3111,0.4149088007,_A,2004,26,DK,0.0,1,9,1.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1995.0,99.0,1.0,1.0,9.0,45.0,40.0,,,7.0,,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,108.0,,,9.0,9.0,9,9,9.0,9.0
3117,0.4719826236,_A,2004,25,DK,0.0,1,9,2.0,2,6,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,1988.0,99.0,1.0,1.0,9.0,37.0,23.0,,,7.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,192.0,,,9.0,9.0,9,9,9.0,9.0
3131,0.0831775248,_A,2004,22,DK,3.0,1,9,2.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,12.0,1.0,2.0,3.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,1,0,0,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,5.0,,,9.0,9.0,9,9,9.0,9.0
3134,0.1745473027,_A,2004,22,DK,,1,9,2.0,2,5,2004,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,8,5.0,4,2.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
3162,0.1209938967,_A,2004,23,DK,3.0,1,9,2.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,1.0,9.0,37.0,30.0,,,12.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,140.0,1.0,9.0,1.0,M,2.0,,,9.0,9.0,9,9,9.0,9.0
3177,0.0385554409,_A,2004,22,DK,0.0,1,9,3.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,8.0,1.0,2.0,6.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,1.0,3.0,1.0,4.0,1.0,9.0,1.0,H,21.0,,,9.0,9.0,9,9,9.0,9.0
3200,0.0845156862,_A,2004,24,DK,3.0,1,9,2.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,8.0,2.0,1.0,9.0,32.0,32.0,,,97.0,1.0,31.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,22.0,,,9.0,9.0,9,9,9.0,9.0
3201,0.5558368743,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2002.0,7.0,2.0,1.0,9.0,23.0,23.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,22.0,,,9.0,9.0,9,9,9.0,9.0
3235,0.0797096805,_A,2004,22,DK,3.0,1,9,3.0,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1998.0,99,5.0,4,3.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,8.0,2.0,3.0,1.0,M,999.0,8.0,9.0,9.0,,9,9,9.0,
3236,0.1273422431,_A,2004,16,DK,3.0,1,9,3.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,2.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,74.0,2.0,2.0,1.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
3239,0.5753974015,_A,2004,22,DK,0.0,1,9,1.0,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,10.0,1.0,2.0,4.0,32.0,32.0,,,97.0,1.0,35.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,6.0,1.0,9.0,1.0,L,7.0,,,9.0,9.0,9,9,9.0,9.0
3270,0.1708513681,_A,2004,25,DK,0.0,1,9,3.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,11,5.0,4,2.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,6.0,9.0,9.0,,9,9,9.0,
3288,0.1496755113,_A,2004,20,DK,3.0,1,9,2.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,11,5.0,4,2.0,1.0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
3298,0.5509109811,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,8,5.0,4,000-OWN COUNTRY,2002.0,1.0,2.0,1.0,9.0,15.0,0.0,,,99.0,1.0,20.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,5.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,1.0,9.0,1.0,M,29.0,,,9.0,9.0,9,9,9.0,9.0
3329,0.1362917222,_A,2004,18,DK,3.0,1,9,2.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,1.0,1.0,1.0,9.0,50.0,50.0,,,97.0,,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,3.0,,,9.0,9.0,9,9,9.0,9.0
3330,0.0571500348,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,2,5.0,4,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
3354,0.0900339728,_A,2004,23,DK,3.0,1,9,3.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,1,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
3364,0.0736515283,_A,2004,26,DK,0.0,1,9,2.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,2,5.0,4,2.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,,2.0,1.0,1.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
3377,0.0895588443,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,9,5.0,4,3.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,20.0,2.0,2.0,1.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
3382,0.1823584139,_A,2004,22,DK,3.0,1,9,1.0,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,9,5.0,4,2.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
3392,0.0571498762,_A,2004,26,DK,0.0,1,9,1.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,12,5.0,4,3.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,6.0,9.0,9.0,,9,9,9.0,
3396,0.0783996062,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,20.0,2.0,2.0,1.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
3397,0.09208231,_A,2004,14,DK,3.0,1,9,3.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,3,5.0,4,2.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
3404,0.0553091729,_A,2004,16,DK,0.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,4,5.0,4,2.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
3409,0.053731923,_A,2004,15,DK,,1,9,2.0,2,4,2004,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,,99,9.0,4,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,H,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
3410,0.1019999659,_A,2004,20,DK,3.0,1,9,2.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,11.0,2.0,2.0,5.0,29.0,29.0,,,97.0,1.0,33.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,6.0,,,9.0,9.0,9,9,9.0,9.0
3411,0.4506077902,_A,2004,25,DK,3.0,1,9,3.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,1,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,36.0,,,9.0,9.0,9,9,9.0,9.0
3417,0.5254046216,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,8.0,1.0,1.0,9.0,39.0,39.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,12.0,1.0,9.0,1.0,H,22.0,,,9.0,9.0,9,9,9.0,9.0
3428,0.0728090808,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,3.0,3.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,120.0,2.0,3.0,1.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
3437,0.1127613784,_A,2004,20,DK,3.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,8.0,2.0,1.0,9.0,15.0,15.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,9.0,,,9.0,9.0,9,9,9.0,9.0
3442,0.0771380448,_A,2004,22,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,6,5.0,4,3.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,3.0,9.0,0.0,M,999.0,6.0,9.0,9.0,,9,9,9.0,
3451,0.104741735,_A,2004,25,DK,3.0,1,9,2.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,2.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
3457,0.1383899569,_A,2004,14,DK,3.0,1,9,3.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,7.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,9.0,,,9.0,9.0,9,9,9.0,9.0
3458,0.1103649199,_A,2004,15,DK,3.0,1,9,2.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,2.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
3475,0.0745137439,_A,2004,21,DK,3.0,1,9,2.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,1,5.0,4,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
3485,0.090318572,_A,2004,17,DK,0.0,1,9,2.0,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,12,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,5.0,9.0,9.0,,9,9,9.0,
3497,0.1009172897,_A,2004,26,DK,3.0,1,9,2.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,2,5.0,4,3.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,3.0,9.0,9.0,,9,9,9.0,
3499,0.1194659229,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,7,5.0,4,2.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
3513,0.131776109,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,3,0.0,4,3.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,120.0,2.0,3.0,1.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
3514,0.5616314951,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,5.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,1.0,5.0,2.0,999.0,2.0,1.0,1.0,H,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
3526,0.0779543587,_A,2004,22,DK,0.0,1,9,3.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,3.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,108.0,2.0,1.0,1.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
3563,0.0924657627,_A,2004,18,DK,0.0,1,9,1.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,2.0,3.0,35.0,35.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,0.0,,,9.0,9.0,9,9,9.0,9.0
3602,0.4303895159,_A,2004,21,DK,3.0,1,9,3.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,4,5.0,4,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,2.0,9.0,9.0,,9,9,9.0,
3604,0.1309813396,_A,2004,16,DK,3.0,1,9,1.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,4,5.0,4,2.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,L,999.0,7.0,9.0,9.0,,9,9,9.0,
3618,0.097659645,_A,2004,16,DK,3.0,1,9,1.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,3.0,2.0,1,1,0,0,1,0,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
3628,0.1294509635,_A,2004,14,DK,0.0,1,9,1.0,2,4,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2000.0,99,5.0,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,8.0,9.0,9.0,,9,9,9.0,
3673,0.4023572368,_A,2004,24,DK,0.0,1,9,3.0,2,6,2004,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,5.0,1.0,2.0,2.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,1.0,,,9.0,9.0,9,9,9.0,9.0
3675,0.0956054225,_A,2004,20,DK,0.0,1,9,2.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,0.0,4,2.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
