,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
9273,1.0461210932,_A,2004,25,26,ES,0.0,1,9,6,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2002,11.0,2,2,,20,20,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,19,,,9.0,9.0,04,9,9,9.0,9.0
9282,0.4894298366,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,1,2,,40,16,,,13,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,2.0,0,1,1,1,0,1,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,H,0,,,9.0,9.0,02,9,9,9.0,9.0
9289,0.1999899946,_A,2004,24,25,ES,3.0,1,9,2,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,3.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,04,9,9,9.0,
9302,0.2247705872,_A,2004,23,24,ES,0.0,1,9,6,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1993,99.0,9.0,4,4.0,3.0,1,0,1,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
9305,0.2155402177,_A,2004,23,25,ES,0.0,1,9,6,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,6.0,5.0,4,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,5.0,9.0,9.0,,02,9,9,9.0,
9332,0.0979374443,_A,2004,22,23,ES,0.0,1,9,3,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,7.0,9.0,9.0,,05,9,9,9.0,
9370,0.1425322037,_A,2004,18,19,ES,3.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,2.0,1.0,0,0,1,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,3.0,9.0,9.0,,05,9,9,9.0,
9388,0.1679855781,_A,2004,15,16,ES,0.0,1,9,5,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1982,99.0,9.0,4,3.0,3.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
9391,0.2337027454,_A,2004,20,21,ES,3.0,1,9,4,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,6.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,04,9,9,9.0,
9407,0.5345727567,_A,2004,16,17,ES,0.0,1,9,4,2,4,2004,1,1,20.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003,11.0,1,2,,40,40,,,97,,50.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,5,,,9.0,9.0,03,9,9,9.0,9.0
9421,0.1285813305,_A,2004,16,18,ES,0.0,1,9,3,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,3,9.0,1,M,999,3.0,9.0,9.0,,6+,9,9,9.0,
9428,0.2779787777,_A,2004,19,20,ES,0.0,1,9,3,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,1.0,1,2,3.0,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,M,4,,,9.0,9.0,04,9,9,9.0,9.0
9429,0.1885223782,_A,2004,23,24,ES,0.0,1,9,2,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,10.0,5.0,4,4.0,3.0,0,0,1,1,0,0,0,0,0,0,1.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,6.0,9.0,9.0,,02,9,9,9.0,
9439,0.268670658,_A,2004,17,21,ES,0.0,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,5.0,4,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,03,9,9,9.0,
9440,0.2875430338,_A,2004,19,20,ES,0.0,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2002,9.0,2,2,,10,10,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,H,20,,,9.0,9.0,04,9,9,9.0,9.0
9468,0.1554161866,_A,2004,23,24,ES,0.0,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,3.0,9.0,9.0,,03,9,9,9.0,
9482,0.1293328281,_A,2004,25,26,ES,0.0,1,9,6,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,1996,99.0,1,2,7.0,40,32,,,12,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,M,96,,,9.0,9.0,6+,9,9,9.0,9.0
9513,0.0516035798,_A,2004,21,22,ES,0.0,1,9,2,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1975,99.0,9.0,4,6.0,2.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
9533,0.1141464434,_A,2004,14,15,ES,0.0,1,9,2,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,0,0,1,1,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,1.0,,2,1.0,1,L,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
9535,0.1807993168,_A,2004,17,18,ES,0.0,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,03,9,9,9.0,
9538,0.234459091,_A,2004,18,19,ES,3.0,1,9,3,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,1,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
9561,0.8274530344,_A,2004,14,15,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,1.0,1,0,1,1,0,0,0,0,0,0,,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
9562,0.2912754201,_A,2004,23,24,ES,0.0,1,9,4,2,6,2004,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,M,999,7.0,9.0,9.0,,03,9,9,9.0,
9593,2.357583128,_A,2004,16,17,ES,0.0,1,9,1,2,4,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003,4.0,1,2,8.0,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,12,,,9.0,9.0,03,9,9,9.0,9.0
9607,0.0959950595,_A,2004,19,20,ES,3.0,1,9,5,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,2.0,1.0,0,0,0,0,0,0,0,0,0,1,1.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,3.0,9.0,9.0,,02,9,9,9.0,
9633,0.2957097105,_A,2004,21,22,ES,3.0,1,9,2,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,11.0,5.0,4,3.0,1.0,0,0,1,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,4.0,9.0,9.0,,04,9,9,9.0,
9635,0.2994027364,_A,2004,26,27,ES,0.0,1,9,2,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,03,9,9,9.0,
9638,0.4738382437,_A,2004,17,18,ES,0.0,1,9,2,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,3.0,2.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,2,2.0,1,H,999,4.0,9.0,9.0,,03,9,9,9.0,
9641,0.1953992505,_A,2004,18,19,ES,0.0,1,9,5,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,0.0,4,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,1.0,9.0,9.0,,04,9,9,9.0,
9647,0.081986553,_A,2004,15,16,ES,0.0,1,9,2,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,6.0,1.0,1,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,02,9,9,9.0,
9654,0.1301236532,_A,2004,21,22,ES,3.0,1,9,5,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1989,99.0,9.0,4,4.0,2.0,0,0,1,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
9669,0.043665177,_A,2004,25,26,ES,3.0,1,9,5,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1988,99.0,2,1,9.0,20,20,,,97,1.0,30.0,1,1,9.0,99,9,9999,99.0,9.0,9,5.0,1.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,M,192,,,9.0,9.0,03,9,9,9.0,9.0
9692,0.1980525766,_A,2004,16,17,ES,3.0,1,9,2,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,03,9,9,9.0,
9696,0.0569444072,_A,2004,20,21,ES,0.0,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1990,99.0,9.0,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
9698,0.2111645561,_A,2004,21,22,ES,0.0,1,9,1,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,6.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,7.0,9.0,9.0,,04,9,9,9.0,
9708,0.1950689835,_A,2004,22,23,ES,0.0,1,9,4,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1968,99.0,9.0,4,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
9730,0.3337513175,_A,2004,20,21,ES,3.0,1,9,4,2,5,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,3.0,9.0,9.0,,,9,9,9.0,
9747,0.1955377981,_A,2004,14,15,ES,0.0,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2000,99.0,5.0,4,6.0,3.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,2,3.0,1,H,999,8.0,9.0,9.0,,02,9,9,9.0,
9755,0.2234024248,_A,2004,21,22,ES,3.0,1,9,5,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1999,99.0,5.0,4,6.0,3.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,H,999,8.0,9.0,9.0,,05,9,9,9.0,
9801,0.3088314209,_A,2004,17,18,ES,3.0,1,9,2,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,3.0,2.0,0,1,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,4.0,9.0,9.0,,05,9,9,9.0,
9807,0.8101707987,_A,2004,14,15,ES,0.0,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2000,99.0,2,2,,20,20,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,H,48,,,9.0,9.0,04,9,9,9.0,9.0
9828,0.3467960616,_A,2004,24,25,ES,0.0,1,9,5,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2003,12.0,1,2,,60,60,,,97,,60.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,1,1,1,0,0,0,0,0,0.0,0,9.0,9,2,9.0,1.0,,1,9.0,1,H,6,,,9.0,9.0,03,9,9,9.0,9.0
9851,0.3759929812,_A,2004,19,20,ES,0.0,1,9,5,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,01,9,9,9.0,
9859,0.1726650214,_A,2004,18,19,ES,3.0,1,9,6,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,5.0,5.0,4,6.0,3.0,1,0,1,1,0,0,0,0,0,0,,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,6+,9,9,9.0,
9861,0.0683770961,_A,2004,17,18,ES,3.0,1,9,5,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,,5.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,7.0,9.0,9.0,,03,9,9,9.0,
9870,0.4748947019,_A,2004,17,18,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,8.0,5.0,4,3.0,3.0,0,0,1,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,6.0,9.0,9.0,,04,9,9,9.0,
9875,0.1308898441,_A,2004,15,16,ES,3.0,1,9,6,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
9904,0.2668738495,_A,2004,16,17,ES,0.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,1.0,1,H,999,3.0,9.0,9.0,,03,9,9,9.0,
9905,0.1863998356,_A,2004,25,26,ES,3.0,1,9,2,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,1.0,1,2,4.0,32,32,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,H,17,,,9.0,9.0,03,9,9,9.0,9.0
9910,0.2355585303,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1999,99.0,1,1,9.0,38,30,,,12,0.0,38.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,1,5.0,2.0,999.0,1,9.0,1,M,60,,,9.0,9.0,03,9,9,9.0,9.0
9951,0.1843755956,_A,2004,19,20,ES,0.0,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,5.0,5.0,4,5.0,3.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,7.0,9.0,9.0,,03,9,9,9.0,
9976,0.019542129,_A,2004,25,26,ES,3.0,1,9,4,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,12.0,2,2,3.0,15,3,,,14,0.0,15.0,1,1,9.0,99,9,9999,99.0,9.0,9,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,9,1,2.0,2.0,999.0,1,9.0,1,L,6,,,9.0,9.0,04,9,9,9.0,9.0
9989,0.1432457734,_A,2004,24,25,ES,3.0,1,9,5,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
10004,0.1390727282,_A,2004,16,17,ES,0.0,1,9,4,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,7.0,5.0,4,2.0,2.0,1,1,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,6.0,9.0,9.0,,04,9,9,9.0,
