,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
43321,0.0842246557,_A,2013,44,46.0,DK,0.0,1,9,4,2,10,2013,1,2.0,47.0,NO ANSWER,,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,9,5,4,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,400.0,1.0,0.0,M,999.0,2.0,9,9,K,9,9,9,H
43325,0.0154563274,_A,2013,14,16.0,DK,3.0,1,9,3,2,4,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,6,5,4,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,1.0,40.0,2.0,999.0,900.0,1.0,1.0,L,999.0,4.0,9,9,R,9,9,9,H
43328,,_A,2013,40,42.0,DK,3.0,1,9,4,2,10,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2009.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,,999.0,1.0,900.0,999.0,9.0,,,48.0,,H,9,9,9,9,9,9
43337,0.0321971343,_A,2013,7,8.0,DK,0.0,1,9,4,2,2,2013,1,1.0,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,30.0,2.0,999.0,999.0,1.0,1.0,M,999.0,,9,9,9,9,9,9,9
43355,0.0527984807,_A,2013,30,32.0,DK,0.0,1,9,3,2,7,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,5,5,4,3,1,1,0,1,1,1,1,0,0,0,0,0,0,1,9.0,2,2.0,9.0,2.0,999.0,3.0,999.0,200.0,9.0,0.0,H,999.0,5.0,9,9,M,9,9,9,H
43368,0.0427201573,_A,2013,40,42.0,DK,0.0,1,9,3,2,10,2013,1,1.0,20.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,999.0,999.0,9.0,1.0,L,999.0,,9,9,9,9,9,9,9
43390,0.012157913,_A,2013,15,16.0,DK,0.0,1,9,4,2,4,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,3.0,1.0,2.0,7.0,35.0,32.0,0,0,7.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,1.0,3.0,2.0,999.0,1.0,500.0,999.0,9.0,1.0,L,25.0,,H,9,9,9,9,9,9
43456,0.0834860947,_A,2013,37,38.0,DK,0.0,1,9,2,2,9,2013,1,2.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,6,5,4,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,1.0,0.0,L,999.0,3.0,9,9,A,9,9,9,A
43503,0.0478566709,_A,2013,51,52.0,DK,3.0,1,9,2,2,12,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,37.0,48.0,11,0,16.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,700.0,999.0,9.0,0.0,M,84.0,,B,9,9,9,9,9,9
43507,0.0245468778,_A,2013,21,23.0,DK,3.0,1,9,1,2,5,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,9,5,4,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,1.0,9.0,2.0,999.0,400.0,2.0,1.0,M,999.0,4.0,9,9,F,9,9,9,F
43522,0.0367724979,_A,2013,52,1.0,DK,0.0,1,9,3,2,12,2013,1,2.0,47.0,000-OWN COUNTRY,5.0,005-EU28,1.0,7,5.0,4,000-OWN COUNTRY,2009.0,99.0,1.0,1.0,9.0,37.0,0.0,0,0,99.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,400.0,999.0,9.0,0.0,H,48.0,,U,9,9,9,9,9,9
43576,0.0493893808,_A,2013,42,44.0,DK,3.0,1,9,2,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,9,5.0,4,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,37.0,0.0,0,0,99.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,,84.0,,B,9,9,9,9,9,9
43594,0.0697556873,_A,2013,39,40.0,DK,3.0,1,9,4,2,9,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2009.0,99,5,4,3,2,1,0,1,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,80.0,2.0,999.0,900.0,2.0,1.0,L,999.0,8.0,9,9,F,9,9,9,F
43595,,_A,2013,30,31.0,DK,3.0,1,9,4,2,7,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1985.0,99.0,2.0,1.0,9.0,32.0,32.0,0,0,97.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9.0,2,2.0,9.0,,999.0,1.0,500.0,999.0,9.0,,,336.0,,H,9,9,9,9,9,9
43599,0.0382468261,_A,2013,15,16.0,DK,0.0,1,9,2,2,4,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
43615,0.0241848,_A,2013,3,5.0,DK,0.0,1,9,4,2,1,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
43632,0.0608363739,_A,2013,9,10.0,DK,0.0,1,9,2,2,2,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,1.0,9.0,38.0,40.0,0,0,1.0,0.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,60.0,,B,9,9,9,9,9,9
43643,0.0634249537,_A,2013,51,1.0,DK,0.0,1,9,2,2,12,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,8,5,4,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,1.0,0.0,L,999.0,3.0,9,9,Q,9,9,9,H
43687,0.0508378581,_A,2013,35,36.0,DK,0.0,1,9,4,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1999.0,99.0,1.0,1.0,9.0,37.0,35.0,0,0,7.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,168.0,,H,9,9,9,9,9,9
43689,0.0591434147,_A,2013,15,17.0,DK,0.0,1,9,1,2,4,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,5.0,1.0,1.0,9.0,37.0,40.0,0,0,1.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,37.0,1.0,100.0,999.0,9.0,1.0,H,11.0,,B,9,9,9,9,9,9
43715,0.0292481985,_A,2013,17,19.0,DK,3.0,1,9,4,2,4,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,3,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,1.0,0.0,L,999.0,2.0,9,9,Q,9,9,9,H
43719,0.1054909403,_A,2013,46,48.0,DK,3.0,1,9,4,2,11,2013,1,1.0,47.0,005-EU28,5.0,005-EU28,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,,99,9,4,3,3,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,3.0,999.0,999.0,9.0,0.0,,999.0,,9,9,9,9,9,9,9
43764,0.0707972446,_A,2013,48,49.0,DK,0.0,1,9,3,2,11,2013,1,2.0,47.0,005-EU28,5.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,12,5,4,3,2,0,0,1,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,2.0,0.0,M,999.0,4.0,9,9,Q,9,9,9,H
43787,0.0978609832,_A,2013,39,40.0,DK,0.0,1,9,2,2,9,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,3,5,4,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,120.0,2.0,999.0,200.0,2.0,1.0,M,999.0,4.0,9,9,J,9,9,9,H
43790,0.047568555,_A,2013,42,44.0,DK,3.0,1,9,2,2,10,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,8,5,4,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,1.0,0.0,M,999.0,2.0,9,9,I,9,9,9,H
43813,0.0490126188,_A,2013,46,48.0,DK,0.0,1,9,1,2,11,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,11,5,4,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,1.0,0.0,L,999.0,1.0,9,9,G,9,9,9,G
43821,0.0339733602,_A,2013,26,28.0,DK,0.0,1,9,4,2,6,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,6.0,2.0,1.0,9.0,30.0,37.0,0,0,1.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,900.0,999.0,9.0,0.0,M,24.0,,H,9,9,9,9,9,9
43842,0.0697558181,_A,2013,36,37.0,DK,3.0,1,9,2,2,9,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,1,5.0,4,000-OWN COUNTRY,2013.0,8.0,2.0,2.0,,3.0,0.0,0,0,99.0,1.0,28.0,1.0,2.0,0,0.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,1.0,,H,J,9,9,9,H,9
43864,0.0750883745,_A,2013,31,32.0,DK,0.0,1,9,3,2,8,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,5,1,0,0,1,1,1,1,0,0,0,1,0,0,1,9.0,1,1.0,5.0,2.0,999.0,2.0,999.0,500.0,1.0,1.0,H,999.0,7.0,9,9,G,9,9,9,G
43876,0.0419588502,_A,2013,32,33.0,DK,3.0,1,9,2,2,8,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,7,5,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,400.0,1.0,1.0,M,999.0,2.0,9,9,O,9,9,9,H
43877,0.0212429174,_A,2013,46,47.0,DK,3.0,1,9,1,2,11,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
43905,0.0540466401,_A,2013,15,16.0,DK,0.0,1,9,2,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,8.0,2.0,999.0,300.0,1.0,1.0,H,999.0,7.0,9,9,M,9,9,9,H
43907,0.0187169433,_A,2013,12,14.0,DK,3.0,1,9,1,2,3,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
43938,0.025697276,_A,2013,41,43.0,DK,0.0,1,9,3,2,10,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,6,5,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,500.0,1.0,1.0,L,999.0,3.0,9,9,G,9,9,9,G
43946,0.0308516402,_A,2013,38,40.0,DK,3.0,1,9,2,2,9,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,1.0,9.0,37.0,40.0,0,3,16.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,8.0,1.0,300.0,999.0,9.0,1.0,M,60.0,,B,9,9,9,9,9,9
43961,0.0335966528,_A,2013,21,22.0,DK,0.0,1,9,4,2,5,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,1.0,9.0,37.0,34.0,0,0,4.0,0.0,32.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,8.0,1.0,200.0,999.0,9.0,1.0,H,60.0,,H,9,9,9,9,9,9
44010,0.0401053898,_A,2013,31,32.0,DK,0.0,1,9,2,2,8,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,999.0,1.0,0.0,M,999.0,,9,9,9,9,9,9,9
44011,0.0967831033,_A,2013,29,30.0,DK,3.0,1,9,4,2,7,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,1998.0,99.0,2.0,1.0,9.0,25.0,25.0,0,0,97.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,900.0,999.0,9.0,0.0,L,180.0,,H,9,9,9,9,9,9
44025,0.0293675005,_A,2013,42,43.0,DK,0.0,1,9,4,2,10,2013,1,2.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,2.0,1.0,9.0,8.0,28.0,0,0,16.0,1.0,32.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,400.0,999.0,9.0,0.0,L,60.0,,H,9,9,9,9,9,9
44037,0.0188196186,_A,2013,46,47.0,DK,3.0,1,9,3,2,11,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
44078,0.0626616445,_A,2013,22,24.0,DK,3.0,1,9,4,2,5,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,3.0,1.0,1.0,9.0,37.0,45.0,0,8,16.0,0.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,300.0,999.0,9.0,0.0,H,26.0,,B,9,9,9,9,9,9
44092,0.0265052298,_A,2013,3,4.0,DK,3.0,1,9,4,2,1,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,12,5,4,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,900.0,1.0,1.0,L,999.0,2.0,9,9,I,9,9,9,H
44095,0.0495795603,_A,2013,43,45.0,DK,0.0,1,9,3,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2005.0,99.0,1.0,1.0,9.0,37.0,30.0,0,0,15.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,1.0,8.0,1.0,200.0,999.0,9.0,1.0,H,96.0,,H,9,9,9,9,9,9
44112,,_A,2013,16,18.0,DK,0.0,1,9,4,2,4,2013,1,1.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,3,1,1,0,1,1,0,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,1.0,,,999.0,,9,9,9,9,9,9,9
44130,0.0644999278,_A,2013,49,50.0,DK,0.0,1,9,4,2,12,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2007.0,99.0,1.0,1.0,9.0,37.0,60.0,0,0,16.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,3.0,1.0,300.0,999.0,9.0,1.0,H,72.0,,G,9,9,9,9,9,9
44143,0.0866700609,_A,2013,13,14.0,DK,0.0,1,9,2,2,3,2013,1,2.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,2,3,1,0,1,1,1,1,1,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,3.0,0.0,H,999.0,7.0,9,9,Q,9,9,9,H
44151,0.0116349997,_A,2013,40,42.0,DK,0.0,1,9,4,2,10,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
44176,,_A,2013,24,25.0,DK,0.0,1,9,4,2,6,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,12.0,2.0,1.0,9.0,29.0,29.0,0,0,97.0,1.0,35.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,,999.0,1.0,300.0,999.0,9.0,,,18.0,,,9,9,9,9,9,9
44177,0.0561823183,_A,2013,8,9.0,DK,0.0,1,9,4,2,2,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1989.0,99.0,2.0,2.0,3.0,25.0,20.0,0,0,4.0,1.0,27.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,288.0,,H,9,9,9,9,9,9
44191,0.012347911,_A,2013,16,17.0,DK,3.0,1,9,1,2,4,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,12,5,4,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,800.0,1.0,0.0,M,999.0,3.0,9,9,C,9,9,9,B
