,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
10973,0.3252339158,_A,2004,26,27,RO,1,9,1,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
10978,0.2032023472,_A,2004,19,20,RO,1,9,3,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1995,99,9,4,,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
11028,0.2889076789,_A,2004,22,23,RO,1,9,4,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1998,99,5,4,2.0,3.0,1,0,0,1,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,04,9,9,9.0,
11029,0.4020500831,_A,2004,17,18,RO,1,9,4,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2002,1,5,4,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,7.0,9.0,9.0,,04,9,9,9.0,
11044,0.442845827,_A,2004,26,27,RO,1,9,4,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,2.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,04,9,9,9.0,
11100,0.3955075939,_A,2004,22,23,RO,1,9,3,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1990,99,2,9.0,9.0,0,30,99.0,99.0,,1.0,50.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,168,,,9.0,9.0,6+,9,9,9.0,9.0
11128,0.6082293122,_A,2004,25,26,RO,1,9,4,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002,6,1,1.0,9.0,56,56,,,97.0,,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,1,0,1,1,0,0,1,0,0,0,9.0,9,1,6,2.0,999,1,9.0,1.0,H,24,,,9.0,9.0,6+,9,9,9.0,9.0
11133,0.2033272337,_A,2004,24,25,RO,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,6.0,2.0,0,0,0,1,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
11149,0.4967536967,_A,2004,22,23,RO,1,9,1,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,2.0,9.0,9.0,,6+,9,9,9.0,
11168,0.1960371953,_A,2004,17,18,RO,1,9,4,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,12,1,2.0,3.0,40,40,,,97.0,,40.0,1,2,0,24,9.0,9999,99,9,9,3.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,4,,,,9.0,04,9,9,,9.0
11187,0.3186655615,_A,2004,21,22,RO,1,9,1,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,1990,99,2,9.0,9.0,0,60,99.0,99.0,1.0,0.0,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,168,,,9.0,9.0,03,9,9,9.0,9.0
11212,0.4011753967,_A,2004,24,25,RO,1,9,1,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1996,99,9,4,2.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,6+,9,9,9.0,9.0
11225,0.1917312482,_A,2004,16,17,RO,1,9,3,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2001,99,5,4,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,7.0,9.0,9.0,,03,9,9,9.0,
11267,0.6233592633,_A,2004,25,26,RO,1,9,1,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,5,4,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,,9,9,9.0,
11274,0.2338379953,_A,2004,18,19,RO,1,9,4,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,3.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
11283,0.4853070617,_A,2004,24,25,RO,1,9,3,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1972,99,1,9.0,9.0,42,42,99.0,99.0,97.0,,50.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,384,,,9.0,9.0,6+,9,9,9.0,9.0
11289,0.3309149961,_A,2004,14,15,RO,1,9,2,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001,99,1,1.0,9.0,40,40,,,97.0,,50.0,1,1,9,99,9.0,9999,99,9,9,,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,36,,,9.0,9.0,03,9,9,9.0,9.0
11323,0.1298781906,_A,2004,25,26,RO,1,9,3,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2001,99,5,4,2.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,7.0,9.0,9.0,,02,9,9,9.0,
11354,0.4068722396,_A,2004,23,24,RO,1,9,2,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
11359,0.2558722756,_A,2004,17,18,RO,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1995,99,9,4,2.0,3.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
11361,0.2516537773,_A,2004,22,23,RO,1,9,3,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
11373,0.2877366478,_A,2004,21,22,RO,1,9,4,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1992,99,9,4,,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
11382,0.1321574422,_A,2004,24,25,RO,1,9,2,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,2.0,1,0,1,1,0,1,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
11394,0.1772982862,_A,2004,24,25,RO,1,9,1,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1997,99,5,4,,1.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,8.0,9.0,9.0,,01,9,9,9.0,
11404,0.2100848778,_A,2004,17,18,RO,1,9,1,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,6.0,3.0,1,0,0,1,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,8.0,9.0,9.0,,02,9,9,9.0,
11435,0.2982899703,_A,2004,19,20,RO,1,9,2,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1995,99,9,4,,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
11436,0.2242335111,_A,2004,14,15,RO,1,9,4,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,2,5,4,6.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
11439,0.6272610572,_A,2004,24,25,RO,1,9,2,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
11449,0.3597032096,_A,2004,22,23,RO,1,9,2,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
11451,0.517252316,_A,2004,15,16,RO,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1996,99,1,9.0,9.0,0,50,99.0,99.0,1.0,,40.0,1,1,9,99,9.0,9999,99,9,9,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,L,96,,,9.0,9.0,6+,9,9,9.0,9.0
11464,0.3433890931,_A,2004,22,23,RO,1,9,4,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,1,5,2.0,999,2,3.0,1.0,M,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
11474,0.3707394195,_A,2004,20,21,RO,1,9,4,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,5,4,6.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,04,9,9,9.0,
11491,0.1669212041,_A,2004,14,15,RO,1,9,3,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
11499,0.2772125809,_A,2004,21,22,RO,1,9,4,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,3.0,1.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
11502,0.5104796675,_A,2004,25,26,RO,1,9,2,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,5,5,4,6.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,5.0,9.0,9.0,,6+,9,9,9.0,
11521,0.4431718089,_A,2004,20,21,RO,1,9,2,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,3.0,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
11529,0.2861006878,_A,2004,24,25,RO,1,9,2,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,6,5,4,2.0,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,5.0,9.0,9.0,,03,9,9,9.0,
11537,0.3836800843,_A,2004,21,22,RO,1,9,3,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2000,99,2,9.0,9.0,0,35,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,48,,,9.0,9.0,05,9,9,9.0,9.0
11557,0.3482060964,_A,2004,18,19,RO,1,9,3,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,5,5.0,9,000-OWN COUNTRY,2003,11,1,1.0,9.0,40,0,,,99.0,,60.0,1,1,9,99,9.0,9999,99,9,9,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,5,,,9.0,9.0,05,9,9,9.0,9.0
11564,0.4023669351,_A,2004,25,26,RO,1,9,3,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1994,99,1,9.0,9.0,40,40,99.0,99.0,97.0,,50.0,1,1,9,99,9.0,9999,99,9,9,6.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,120,,,9.0,9.0,04,9,9,9.0,9.0
11598,0.5229467479,_A,2004,23,24,RO,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
11612,0.3884402777,_A,2004,15,16,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,9,5,4,2.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,4.0,9.0,9.0,,03,9,9,9.0,
11620,0.4532475167,_A,2004,25,26,RO,1,9,4,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,2,1,1.0,9.0,48,48,,,97.0,,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,9,2,9,1.0,120,1,9.0,1.0,M,4,,,9.0,9.0,04,9,9,9.0,9.0
11639,0.1673081253,_A,2004,15,16,RO,1,9,2,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2001,99,5,4,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,7.0,9.0,9.0,,01,9,9,9.0,
11654,0.310328541,_A,2004,20,21,RO,1,9,2,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,2.0,3.0,0,1,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
11664,0.3980134709,_A,2004,19,20,RO,1,9,4,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,5,4,2.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
11701,0.4011921537,_A,2004,25,26,RO,1,9,2,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,12,5,4,2.0,2.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,4.0,9.0,9.0,,6+,9,9,9.0,
11767,0.1945253986,_A,2004,24,25,RO,1,9,2,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,H,999,,9.0,9.0,9.0,,9,9,9.0,9.0
11778,0.2466091409,_A,2004,20,21,RO,1,9,3,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,5,5,4,,1.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,1.0,9.0,9.0,,03,9,9,9.0,
11791,0.2147986347,_A,2004,14,15,RO,1,9,3,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1995,99,9,4,2.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,8.0,9.0,9.0,9.0,05,9,9,9.0,9.0
11792,0.2822623214,_A,2004,21,22,RO,1,9,2,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,7,5,4,,2.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,4.0,9.0,9.0,,02,9,9,9.0,
11810,0.265914779,_A,2004,26,27,RO,1,9,1,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,5,5,4,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,5.0,9.0,9.0,,03,9,9,9.0,
11852,0.3189011257,_A,2004,16,17,RO,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1990,99,2,9.0,9.0,35,35,99.0,99.0,97.0,0.0,35.0,1,1,9,99,9.0,9999,99,9,9,,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,168,,,9.0,9.0,02,9,9,9.0,9.0
11857,0.375633665,_A,2004,21,22,RO,1,9,2,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,11,2,9.0,9.0,36,36,99.0,99.0,97.0,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,6,,,9.0,9.0,05,9,9,9.0,9.0
11906,0.1967756269,_A,2004,25,26,RO,1,9,1,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1998,99,5,4,,3.0,0,0,0,0,1,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,01,9,9,9.0,
11929,0.3860845062,_A,2004,24,25,RO,1,9,2,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,5,5,4,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,6+,9,9,9.0,
